idx,claim_id,claim,excerpt,replacement,anchored
155,3,"The likely direct object is ""the cause"" or evidence of toxins.","likely ""the cause,"" ""signs of toxins,"" or ""pathogens/damage levels.""","likely ""a buyer,"" ""cheaper flights,"" or ""parking/hotel deals.""",True
156,0,"The text is a botanical/taxonomic reference compilation defining ""pine"" across sources.","Botanical/taxonomic reference compilation: entries follow dictionary and encyclopedia formats defining ""pine"" across sources","Sports/gossip magazine compilation: entries follow interview and rumour formats profiling ""strikers"" across clubs",True
156,1,The passage is elaborating a specific Pinus variety's distinguishing features.,the passage is elaborating a specific Pinus variety's distinguishing features,"the passage is summarising the whole genus's shared, undistinctive traits",True
156,2,"The final fragment ending in ""growth"" ends mid-description.","Final fragment ""the early horizontal growth"" ends mid-description","Final fragment ""the early horizontal branches."" ends the description",True
156,3,A continuation about growth habit or branching pattern is expected.,expecting continuation about growth habit or branching pattern,expecting continuation about timber prices or export tariffs,True
157,0,The text has a health/wellness advocacy tone about skin care myths.,Health/wellness advocacy tone establishing expertise about skin care myths,Stock-market newsletter tone establishing expertise about bond yields,True
157,1,The author is building toward explaining negative effects of constant exfoliation on aging skin.,the author is building toward explaining negative effects of constant exfoliation on aging skin,the author is building toward praising the rejuvenating benefits of constant exfoliation on aging skin,True
157,2,"The final token ""a"" leaves a cause-and-effect construction mid-sentence requiring a noun phrase.","""Repeated abrasion of skin causes a"" is a cause-and-effect construction mid-sentence requiring a specific medical or physiological noun phrase","""Repeated abrasion of skin causes nothing."" is a finished dismissal at sentence end requiring no further noun phrase",True
157,3,The sentence promises a consequence describing how skin responds negatively to friction.,The sentence promises an ongoing consequence describing how skin physically responds negatively to mechanical friction,The sentence promises a brief anecdote describing how the author cheerfully ignores mechanical friction,True
158,0,The text has the structure of a scientific paper abstract/results section listing sequential findings.,"Scientific paper abstract/results structure (Spanish academic journal), listing sequential findings","Fantasy novel prologue structure (English paperback), narrating a dragon's awakening",True
158,1,The text continues an enumeration of product characteristics and stability data.,Continuation of enumerated product characteristics and stability data,Abrupt start of an unrelated author biography and funding statement,True
158,2,"The final phrase ending in ""glass"" is mid-sentence, describing a container/storage condition.","when stored in amber glass"" is mid-sentence describing a container/storage condition","when stored in amber bottles."" is sentence-final describing a completed storage condition",True
158,3,Immediate completion naming a container or vial type is required.,requiring immediate completion naming a container or vial type,requiring immediate completion naming a statistical test or p-value,True
159,0,The text is an academic citation/author affiliation list expecting institutional names.,"Academic citation/author affiliation list format, expecting institutional names continuing after established pattern","Casual text-message thread format, expecting emoji replies continuing after established banter",True
